frequency,raw,smoothed,error,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
9183.25,-11.18,-5.34,-11.03,-6.23,6.22,0.08,-4.96,0.88,-0.15
9275.08,-11.68,-5.58,-11.31,-6.29,6.28,0.21,-5.40,0.71,-0.37
9367.83,-12.13,-5.81,-11.54,-6.34,6.35,0.34,-5.78,0.54,-0.59
9461.51,-12.55,-6.05,-11.74,-6.40,6.42,0.46,-6.13,0.36,-0.81
9556.12,-12.93,-6.31,-11.91,-6.48,6.50,0.59,-6.43,0.19,-1.02
9651.68,-13.26,-6.60,-12.03,-6.58,6.59,0.71,-6.67,-0.00,-1.23
9748.20,-13.55,-6.90,-12.11,-6.69,6.70,0.84,-6.85,-0.20,-1.44
9845.68,-13.80,-7.22,-12.15,-6.82,6.83,0.96,-6.97,-0.40,-1.65
9944.14,-13.99,-7.56,-12.14,-6.96,6.96,1.08,-7.03,-0.60,-1.85
10043.58,-14.15,-7.91,-12.10,-7.11,7.11,1.20,-7.04,-0.81,-2.05
10144.02,-14.27,-8.21,-12.03,-7.27,7.26,1.31,-7.01,-0.95,-2.24
10245.46,-14.34,-8.51,-11.91,-7.42,7.41,1.43,-6.93,-1.10,-2.43
10347.91,-14.38,-8.81,-11.77,-7.58,7.57,1.54,-6.81,-1.24,-2.61
10451.39,-14.38,-9.11,-11.58,-7.73,7.73,1.66,-6.65,-1.38,-2.80
10555.91,-14.34,-9.42,-11.36,-7.89,7.89,1.77,-6.45,-1.53,-2.98
10661.46,-14.27,-9.73,-11.12,-8.05,8.05,1.88,-6.22,-1.68,-3.15
10768.08,-14.17,-10.04,-10.84,-8.21,8.21,1.99,-5.96,-1.83,-3.33
10875.76,-14.03,-10.35,-10.53,-8.37,8.37,2.10,-5.66,-1.98,-3.50
10984.52,-13.86,-10.66,-10.19,-8.53,8.53,2.20,-5.33,-2.13,-3.67
11094.36,-13.64,-10.97,-9.80,-8.69,8.69,2.31,-4.95,-2.28,-3.84
11205.31,-13.39,-11.29,-9.39,-8.85,8.85,2.41,-4.54,-2.44,-4.00
11317.36,-13.09,-11.61,-8.92,-9.01,9.01,2.51,-4.08,-2.59,-4.17
11430.53,-12.73,-11.93,-8.40,-9.18,9.18,2.61,-3.55,-2.75,-4.33
11544.84,-12.34,-12.25,-7.85,-9.34,9.34,2.71,-3.00,-2.91,-4.49
11660.29,-11.92,-12.58,-7.28,-9.51,9.51,2.81,-2.41,-3.07,-4.64
11776.89,-11.48,-12.90,-6.68,-9.67,9.67,2.91,-1.81,-3.23,-4.80
11894.66,-11.05,-13.23,-6.10,-9.84,9.84,3.01,-1.21,-3.39,-4.95
12013.60,-10.67,-13.56,-5.57,-10.00,10.00,3.10,-0.67,-3.55,-5.10
12133.74,-10.37,-13.89,-5.13,-10.17,10.17,3.20,-0.20,-3.72,-5.24
12255.08,-10.21,-14.22,-4.83,-10.34,10.34,3.29,0.13,-3.88,-5.38
12377.63,-10.17,-14.56,-4.65,-10.51,10.51,3.38,0.34,-4.05,-5.52
12501.41,-10.29,-14.90,-4.64,-10.68,10.68,3.47,0.39,-4.22,-5.65
12626.42,-10.63,-15.23,-4.86,-10.85,10.85,3.56,0.22,-4.39,-5.77
12752.68,-11.11,-15.58,-5.22,-11.02,11.02,3.64,-0.09,-4.55,-5.89
12880.21,-11.74,-15.92,-5.73,-11.19,11.19,3.73,-0.55,-4.73,-6.01
13009.01,-12.52,-16.26,-6.41,-11.37,11.37,3.81,-1.15,-4.90,-6.11
13139.10,-13.37,-16.61,-7.15,-11.54,11.54,3.90,-1.83,-5.07,-6.22
13270.49,-14.28,-16.96,-7.96,-11.71,11.71,3.98,-2.57,-5.24,-6.32
13403.20,-15.20,-17.31,-8.78,-11.89,11.89,4.06,-3.31,-5.42,-6.42
13537.23,-16.12,-17.66,-9.60,-12.06,12.06,4.14,-4.06,-5.60,-6.52
13672.60,-16.99,-18.02,-10.37,-12.24,12.24,4.21,-4.75,-5.77,-6.62
13809.33,-17.81,-18.37,-11.10,-12.42,12.42,4.29,-5.39,-5.95,-6.71
13947.42,-18.59,-18.73,-11.78,-12.60,12.60,4.36,-5.99,-6.13,-6.81
14086.90,-19.27,-19.09,-12.37,-12.77,12.77,4.44,-6.50,-6.31,-6.90
14227.77,-19.89,-19.45,-12.90,-12.95,12.95,4.51,-6.94,-6.50,-6.99
14370.04,-20.42,-19.81,-13.33,-13.13,13.13,4.58,-7.29,-6.68,-7.09
14513.74,-20.84,-20.18,-13.67,-13.31,13.31,4.64,-7.53,-6.86,-7.17
14658.88,-21.15,-20.55,-13.89,-13.50,13.50,4.71,-7.65,-7.05,-7.26
14805.47,-21.35,-20.92,-14.00,-13.68,13.68,4.77,-7.67,-7.24,-7.35
14953.52,-21.42,-21.29,-13.99,-13.86,13.86,4.83,-7.56,-7.42,-7.43
15103.06,-21.36,-21.66,-13.84,-14.05,14.05,4.89,-7.31,-7.61,-7.52
15254.09,-21.16,-22.03,-13.56,-14.23,14.23,4.94,-6.93,-7.80,-7.60
15406.63,-20.87,-22.41,-13.18,-14.42,14.42,5.00,-6.45,-8.00,-7.69
15560.70,-20.48,-22.79,-12.71,-14.60,14.60,5.05,-5.88,-8.19,-7.77
15716.30,-20.06,-23.17,-12.19,-14.79,14.80,5.09,-5.26,-8.37,-7.87
15873.47,-19.63,-23.55,-11.65,-14.98,15.00,5.14,-4.63,-8.55,-7.98
16032.20,-19.25,-23.94,-11.15,-15.16,15.20,5.18,-4.05,-8.74,-8.10
16192.52,-18.96,-24.32,-10.71,-15.35,15.39,5.22,-3.57,-8.94,-8.25
16354.45,-18.89,-24.71,-10.48,-15.54,15.56,5.25,-3.33,-9.15,-8.41
16517.99,-19.04,-25.10,-10.46,-15.73,15.70,5.28,-3.34,-9.40,-8.58
16683.17,-19.45,-25.49,-10.69,-15.92,15.83,5.31,-3.62,-9.67,-8.76
16850.01,-20.22,-25.89,-11.26,-16.12,15.92,5.33,-4.30,-9.97,-8.96
17018.51,-21.21,-26.28,-12.05,-16.31,15.98,5.34,-5.23,-10.30,-9.16
17188.69,-22.45,-26.68,-13.09,-16.50,16.02,5.36,-6.43,-10.66,-9.36
17360.58,-24.03,-27.08,-14.46,-16.70,16.03,5.36,-8.00,-11.04,-9.57
17534.18,-25.76,-27.48,-15.98,-16.89,16.03,5.35,-9.73,-11.45,-9.78
17709.53,-27.60,-27.88,-17.61,-17.09,16.02,5.34,-11.58,-11.86,-9.99
17886.62,-29.50,-28.29,-19.30,-17.28,16.01,5.32,-13.49,-12.28,-10.20
18065.49,-31.36,-28.69,-20.94,-17.48,16.00,5.29,-15.36,-12.69,-10.41
18246.14,-33.11,-29.10,-22.48,-17.68,16.00,5.25,-17.11,-13.10,-10.63
18428.60,-34.64,-29.51,-23.78,-17.88,16.00,5.19,-18.64,-13.51,-10.86
18612.89,-35.84,-29.93,-24.76,-18.08,16.00,5.12,-19.84,-13.93,-11.08
18799.02,-36.31,-30.34,-25.00,-18.28,16.00,5.03,-20.31,-14.34,-11.31
18987.01,-36.19,-30.76,-24.64,-18.48,16.00,4.93,-20.19,-14.76,-11.55
19176.88,-35.59,-31.17,-23.81,-18.68,16.00,4.80,-19.59,-15.17,-11.78
19368.65,-34.80,-31.59,-22.80,-18.88,16.00,4.65,-18.80,-15.59,-12.00
19562.33,-34.14,-32.02,-21.94,-19.08,16.00,4.46,-18.14,-16.02,-12.20
19757.96,-33.61,-32.44,-21.23,-19.29,16.00,4.28,-17.61,-16.44,-12.38
19955.54,-33.11,-32.87,-20.57,-19.49,16.00,4.09,-17.11,-16.87,-12.54
